Mod:Item:MetaData, Localized Name
artisanworktables:artisans_groover_bone, Artisan's %s Groover
artisanworktables:artisans_groover_aluminum, Artisan's %s Groover
artisanworktables:artisans_groover_bronze, Artisan's %s Groover
artisanworktables:artisans_groover_constantan, Artisan's %s Groover
artisanworktables:artisans_groover_copper, Artisan's %s Groover
artisanworktables:artisans_groover_electrum, Artisan's %s Groover
artisanworktables:artisans_groover_invar, Artisan's %s Groover
artisanworktables:artisans_groover_lead, Artisan's %s Groover
artisanworktables:artisans_groover_nickel, Artisan's %s Groover
artisanworktables:artisans_groover_platinum, Artisan's %s Groover
artisanworktables:artisans_groover_silver, Artisan's %s Groover
artisanworktables:artisans_groover_steel, Artisan's %s Groover
artisanworktables:artisans_groover_tin, Artisan's %s Groover
artisanworktables:artisans_groover_osmium, Artisan's %s Groover
artisanworktables:artisans_groover_boron, Artisan's %s Groover
artisanworktables:artisans_groover_toughalloy, Artisan's %s Groover
artisanworktables:artisans_groover_hardcarbon, Artisan's %s Groover
artisanworktables:artisans_groover_boronnitride, Artisan's %s Groover
artisanworktables:artisans_mortar_wood, Artisan's %s Mortar
artisanworktables:artisans_mortar_stone, Artisan's %s Mortar
artisanworktables:artisans_mortar_iron, Artisan's %s Mortar
artisanworktables:artisans_mortar_gold, Artisan's %s Mortar
artisanworktables:artisans_mortar_diamond, Artisan's %s Mortar
artisanworktables:artisans_mortar_flint, Artisan's %s Mortar
artisanworktables:artisans_mortar_bone, Artisan's %s Mortar
artisanworktables:artisans_mortar_aluminum, Artisan's %s Mortar
artisanworktables:artisans_mortar_bronze, Artisan's %s Mortar
artisanworktables:artisans_mortar_constantan, Artisan's %s Mortar
artisanworktables:artisans_mortar_copper, Artisan's %s Mortar
artisanworktables:artisans_mortar_electrum, Artisan's %s Mortar
artisanworktables:artisans_mortar_invar, Artisan's %s Mortar
artisanworktables:artisans_mortar_lead, Artisan's %s Mortar
artisanworktables:artisans_mortar_nickel, Artisan's %s Mortar
artisanworktables:artisans_mortar_platinum, Artisan's %s Mortar
artisanworktables:artisans_mortar_silver, Artisan's %s Mortar
artisanworktables:artisans_mortar_steel, Artisan's %s Mortar
artisanworktables:artisans_mortar_tin, Artisan's %s Mortar
artisanworktables:artisans_mortar_osmium, Artisan's %s Mortar
artisanworktables:artisans_mortar_boron, Artisan's %s Mortar
artisanworktables:artisans_mortar_toughalloy, Artisan's %s Mortar
artisanworktables:artisans_mortar_hardcarbon, Artisan's %s Mortar
artisanworktables:artisans_mortar_boronnitride, Artisan's %s Mortar
artisanworktables:artisans_knife_wood, Artisan's %s Knife
artisanworktables:artisans_knife_stone, Artisan's %s Knife
artisanworktables:artisans_knife_iron, Artisan's %s Knife
artisanworktables:artisans_knife_gold, Artisan's %s Knife
artisanworktables:artisans_knife_diamond, Artisan's %s Knife
artisanworktables:artisans_knife_flint, Artisan's %s Knife
artisanworktables:artisans_knife_bone, Artisan's %s Knife
artisanworktables:artisans_knife_aluminum, Artisan's %s Knife
artisanworktables:artisans_knife_bronze, Artisan's %s Knife
artisanworktables:artisans_knife_constantan, Artisan's %s Knife
artisanworktables:artisans_knife_copper, Artisan's %s Knife
artisanworktables:artisans_knife_electrum, Artisan's %s Knife
artisanworktables:artisans_knife_invar, Artisan's %s Knife
artisanworktables:artisans_knife_lead, Artisan's %s Knife
artisanworktables:artisans_knife_nickel, Artisan's %s Knife
artisanworktables:artisans_knife_platinum, Artisan's %s Knife
artisanworktables:artisans_knife_silver, Artisan's %s Knife
artisanworktables:artisans_knife_steel, Artisan's %s Knife
artisanworktables:artisans_knife_tin, Artisan's %s Knife
artisanworktables:artisans_knife_osmium, Artisan's %s Knife
artisanworktables:artisans_knife_boron, Artisan's %s Knife
artisanworktables:artisans_knife_toughalloy, Artisan's %s Knife
artisanworktables:artisans_knife_hardcarbon, Artisan's %s Knife
artisanworktables:artisans_knife_boronnitride, Artisan's %s Knife
artisanworktables:artisans_hatchet_wood, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_stone, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_iron, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_gold, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_diamond, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_flint, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_bone, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_aluminum, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_bronze, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_constantan, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_copper, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_electrum, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_invar, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_lead, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_nickel, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_platinum, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_silver, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_steel, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_tin, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_osmium, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_boron, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_toughalloy, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_hardcarbon, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_boronnitride, Artisan's %s Hatchet
artisanworktables:artisans_file_wood, Artisan's %s File
artisanworktables:artisans_file_stone, Artisan's %s File
artisanworktables:artisans_file_iron, Artisan's %s File
artisanworktables:artisans_file_gold, Artisan's %s File
artisanworktables:artisans_file_diamond, Artisan's %s File
artisanworktables:artisans_file_flint, Artisan's %s File
artisanworktables:artisans_file_bone, Artisan's %s File
artisanworktables:artisans_file_aluminum, Artisan's %s File
artisanworktables:artisans_file_bronze, Artisan's %s File
artisanworktables:artisans_file_constantan, Artisan's %s File
artisanworktables:artisans_file_copper, Artisan's %s File
artisanworktables:artisans_file_electrum, Artisan's %s File
artisanworktables:artisans_file_invar, Artisan's %s File
artisanworktables:artisans_file_lead, Artisan's %s File
artisanworktables:artisans_file_nickel, Artisan's %s File
artisanworktables:artisans_file_platinum, Artisan's %s File
artisanworktables:artisans_file_silver, Artisan's %s File
artisanworktables:artisans_file_steel, Artisan's %s File
artisanworktables:artisans_file_tin, Artisan's %s File
artisanworktables:artisans_file_osmium, Artisan's %s File
artisanworktables:artisans_file_boron, Artisan's %s File
artisanworktables:artisans_file_toughalloy, Artisan's %s File
artisanworktables:artisans_file_hardcarbon, Artisan's %s File
artisanworktables:artisans_file_boronnitride, Artisan's %s File
artisanworktables:artisans_solderer_wood, Artisan's %s Solderer
artisanworktables:artisans_solderer_stone, Artisan's %s Solderer
artisanworktables:artisans_solderer_iron, Artisan's %s Solderer
artisanworktables:artisans_solderer_gold, Artisan's %s Solderer
artisanworktables:artisans_solderer_diamond, Artisan's %s Solderer
artisanworktables:artisans_solderer_flint, Artisan's %s Solderer
artisanworktables:artisans_solderer_bone, Artisan's %s Solderer
artisanworktables:artisans_solderer_aluminum, Artisan's %s Solderer
artisanworktables:artisans_solderer_bronze, Artisan's %s Solderer
artisanworktables:artisans_solderer_constantan, Artisan's %s Solderer
artisanworktables:artisans_solderer_copper, Artisan's %s Solderer
artisanworktables:artisans_solderer_electrum, Artisan's %s Solderer
artisanworktables:artisans_solderer_invar, Artisan's %s Solderer
artisanworktables:artisans_solderer_lead, Artisan's %s Solderer
artisanworktables:artisans_solderer_nickel, Artisan's %s Solderer
artisanworktables:artisans_solderer_platinum, Artisan's %s Solderer
artisanworktables:artisans_solderer_silver, Artisan's %s Solderer
artisanworktables:artisans_solderer_steel, Artisan's %s Solderer
artisanworktables:artisans_solderer_tin, Artisan's %s Solderer
artisanworktables:artisans_solderer_osmium, Artisan's %s Solderer
artisanworktables:artisans_solderer_boron, Artisan's %s Solderer
artisanworktables:artisans_solderer_toughalloy, Artisan's %s Solderer
artisanworktables:artisans_solderer_hardcarbon, Artisan's %s Solderer
artisanworktables:artisans_solderer_boronnitride, Artisan's %s Solderer
artisanworktables:toolbox, Toolbox
artisanworktables:mechanical_toolbox, Mechanical Toolbox
artisanautomation:automator, Mechanical Artisan
artisanautomation:automator_power_rf, Artisanal Power Converter (RF)
artisanautomation:upgrade_speed, Speed Upgrade
artisanautomation:upgrade_fluid_capacity, Fluid Capacity Upgrade
artisanautomation:upgrade_energy_capacity, Energy Capacity Upgrade
artisanautomation:upgrade_auto_export_items, Auto-Export Items Upgrade
artisanautomation:upgrade_auto_import_items, Auto-Import Items Upgrade
artisanautomation:upgrade_auto_import_export_items, Auto-Import / Export Items Upgrade
artisanautomation:upgrade_auto_import_fluids, Auto-Import Fluids Upgrade
artisanautomation:upgrade_tool_repair, Tool Repair Upgrade
artisanworkstumps:workstump_tailor, Tailor's Workstump
artisanworkstumps:workstump_carpenter, Carpenter's Workstump
artisanworkstumps:workstump_mason, Mason's Workstump
artisanworkstumps:workstump_blacksmith, Blacksmith's Workstump
artisanworkstumps:workstump_jeweler, Jeweler's Workstump
artisanworkstumps:workstump_basic, Basic Workstump
artisanworkstumps:workstump_engineer, Engineer's Workstump
artisanworkstumps:workstump_mage, Mage's Workstump
artisanworkstumps:workstump_scribe, Scribe's Workstump
artisanworkstumps:workstump_chemist, Chemist's Workstump
artisanworkstumps:workstump_farmer, Farmer's Workstump
artisanworkstumps:workstump_chef, Chef's Workstump
artisanworkstumps:workstump_designer, Designer's Workstump
artisanworkstumps:workstump_tanner, Tanner's Workstump
artisanworkstumps:workstump_potter, Potter's Workstump
artisanworkstumps:log_basin, Artisan's Log Basin
artisanworkstumps:stone_basin, Artisan's Stone Basin
astikorcarts:wheel, Wheel
astikorcarts:cargocart, Cart
astikorcarts:plowcart, Plow
astikorcarts:mobcart, Transportation Cart
baubles:ring:0, Miner's Ring
atum:palm_stick, Palm Stick
atum:deadwood_stick, Deadwood Stick
atum:dusty_bone_stick, Dusty Bone Stick
atum:khnumite, Khnumite
atum:coin_dirty, Dirty Coin
atum:coin_gold, Gold Coin
atum:loot_dirty_idol, Dirty Idol
atum:loot_silver_idol, Silver Idol
atum:loot_gold_idol, Golden Idol
atum:loot_sapphire_idol, Sapphire Idol
atum:loot_ruby_idol, Ruby Idol
atum:loot_emerald_idol, Emerald Idol
atum:loot_diamond_idol, Diamond Idol
atum:loot_dirty_necklace, Dirty Necklace
atum:loot_silver_necklace, Silver Necklace
atum:loot_gold_necklace, Gold Necklace
atum:loot_sapphire_necklace, Sapphire Necklace
atum:loot_ruby_necklace, Ruby Necklace
atum:loot_emerald_necklace, Emerald Necklace
atum:loot_diamond_necklace, Diamond Necklace
atum:loot_dirty_ring, Dirty Ring
atum:loot_silver_ring, Silver Ring
atum:loot_gold_ring, Gold Ring
atum:loot_sapphire_ring, Sapphire Ring
atum:loot_ruby_ring, Ruby Ring
atum:loot_emerald_ring, Emerald Ring
atum:loot_diamond_ring, Diamond Ring
atum:loot_dirty_broach, Dirty Brooch
atum:loot_silver_broach, Silver Brooch
atum:loot_gold_broach, Golden Brooch
atum:loot_sapphire_broach, Sapphire Brooch
atum:loot_ruby_broach, Ruby Brooch
atum:loot_emerald_broach, Emerald Brooch
atum:loot_diamond_broach, Diamond Brooch
atum:loot_dirty_scepter, Dirty Scepter
atum:loot_silver_scepter, Silver Scepter
atum:loot_gold_scepter, Golden Scepter
atum:loot_sapphire_scepter, Sapphire Scepter
atum:loot_ruby_scepter, Ruby Scepter
atum:loot_emerald_scepter, Emerald Scepter
atum:loot_diamond_scepter, Diamond Scepter
atum:efreet_heart, Efreet Heart
atum:scarab, Scarab
atum:idol_of_labor, Idol of Labor
atum:heart_of_ra, Heart of Ra
atum:short_bow, Shortbow
atum:limestone_shovel, Limestone Shovel
atum:limestone_pickaxe, Limestone Pickaxe
atum:limestone_axe, Limestone Axe
atum:limestone_sword, Limestone Sword
atum:limestone_hoe, Limestone Hoe
atum:iron_dagger, Iron Dagger
atum:dagger_poison, Poison Dagger
atum:iron_scimitar, Iron Scimitar
atum:iron_greatsword, Iron Greatsword
atum:iron_club, Iron Club
atum:iron_khopesh, Iron Khopesh
atum:stoneguard_sword, Stoneguard Sword
atum:stoneguard_greatsword, Stoneguard Greatsword
atum:stoneguard_club, Stoneguard Club
atum:stoneguard_khopesh, Stoneguard Khopesh
atum:stoneguard_shield, Stoneguard Shield
atum:brigand_shield, Brigand Shield
atum:scepter_anput, Anput's Scepter
atum:scepter_anubis, Anubis's Scepter
atum:scepter_atum, Atum's Scepter
atum:scepter_geb, Geb's Scepter
atum:scepter_horus, Horus's Scepter
atum:scepter_isis, Isis's Scepter
atum:scepter_montu, Montu's Scepter
atum:scepter_nuit, Nuit's Scepter
atum:scepter_ptah, Ptah's Scepter
atum:scepter_ra, Ra's Scepter
atum:scepter_seth, Seth's Scepter
atum:scepter_shu, Shu's Scepter
atum:scepter_tefnut, Tefnut's Scepter
atum:eyes_of_atum, Eyes of Atum
atum:body_of_atum, Body of Atum
atum:legs_of_atum, Legs of Atum
atum:feet_of_atum, Feet of Atum
atum:atums_will, Atum's Will
atum:atums_protection, Atum's Protection
atum:atums_bounty, Atum's Bounty
atum:atums_homecoming, Atums's Homecoming
atum:halo_of_ra, Halo of Ra
atum:body_of_ra, Body of Ra
atum:legs_of_ra, Legs of Ra
atum:feet_of_ra, Feet of Ra
atum:ras_fury, Ra's Fury
atum:ptahs_decadence, Ptah's Decadence
atum:ptahs_undoing, Ptah's Undoing
atum:gebs_toil, Geb's Toil
atum:gebs_grounding, Geb's Grounding
atum:gebs_might, Geb's Might
atum:tefnuts_rain, Tefnuts's Rain
atum:tefnuts_call, Tefnuts's Call
atum:tefnuts_blessing, Tefnut's Blessing
atum:shus_breath, Shu's Breath
atum:shus_exile, Shu's Exile
atum:shus_swiftness, Shu's Swiftness
atum:horuss_soaring, Horus's Soaring
atum:horuss_ascension, Horus's Ascension
atum:seths_sting, Seth's Sting
atum:seths_venom, Seth's Venom
atum:isis_healing, Isis's Healing
atum:montus_blast, Montu's Blast
atum:montus_strike, Montu's Strike
atum:anubiss_mercy, Anubis's Mercy
atum:anubiss_wrath, Anubis's Wrath
atum:nuits_vanishing, Nuit's Vanishing
atum:nuits_duality, Nuit's Duality
atum:nuits_ire, Nuit's Ire
atum:nuits_quarter, Nuit's Quarter
atum:anputs_hunger, Anput's Hunger
atum:mummy_helmet, Mummy Helmet
atum:mummy_chest, Mummy Chestplate
atum:mummy_legs, Mummy Leggings
atum:mummy_boots, Mummy Boots
atum:wanderer_helmet, Wanderer Helmet
atum:wanderer_chest, Wanderer Chestplate
atum:wanderer_legs, Wanderer Leggings
atum:wanderer_boots, Wanderer Boots
atum:desert_helmet_iron, Desert Helmet (Iron)
atum:desert_chest_iron, Desert Chestplate (Iron)
atum:desert_legs_iron, Desert Leggings (Iron)
atum:desert_boots_iron, Desert Boots (Iron)
atum:desert_helmet_gold, Desert Helmet (Gold)
atum:desert_chest_gold, Desert Chestplate (Gold)
atum:desert_legs_gold, Desert Leggings (Gold)
atum:desert_boots_gold, Desert Boots (Gold)
atum:desert_helmet_diamond, Desert Helmet (Diamond)
atum:desert_chest_diamond, Desert Chestplate (Diamond)
atum:desert_legs_diamond, Desert Leggings (Diamond)
atum:desert_boots_diamond, Desert Boots (Diamond)
atum:papyrus_plant, Papyrus
atum:desert_wolf_iron_armor, Iron Desert Wolf Armor
atum:desert_wolf_gold_armor, Gold Desert Wolf Armor
atum:desert_wolf_diamond_armor, Diamond Desert Wolf Armor
atum:camel_iron_armor, Iron Camel Armor
atum:camel_gold_armor, Gold Camel Armor
atum:camel_diamond_armor, Diamond Camel Armor
atum:graverobbers_map:0, Graverobber's Map
atum:disenchanting_scroll, Disenchanting Scroll
atum:scroll, Scroll
atum:cloth_scrap, Cloth Scrap
atum:linen_bandage, Linen Bandage
atum:linen_thread, Linen Thread
atum:linen_cloth, Bolt of Linen Cloth
atum:dye_black, Black Dye
atum:dye_brown, Brown Dye
atum:flax_seeds, Flax Seeds
atum:flax, Flax
atum:ophidian_tongue_flower, Ophidian Tongue
atum:emmer_seeds, Emmer Seeds
atum:emmer, Emmer
atum:emmer_flour, Emmer Flour
atum:emmer_dough, Emmer Dough
atum:emmer_bread, Emmer Bread
atum:camel_raw, Raw Camel
atum:camel_cooked, Cooked Camel
atum:date, Date
atum:glistering_date, Glistering Date
atum:golden_date, Golden Date
atum:golden_date_enchanted, Enchanted Golden Date
atum:ectoplasm, Ectoplasm
atum:mandibles, Tarantula Mandibles
atum:dusty_bone, Dusty Bone
atum:wolf_pelt, Wolf Pelt
atum:fertile_soil_pile, Pile of Fertile Soil
atum:anputs_fingers_spores, Anput's Fingers Spores
atum:fish_forsaken, Forsaken Fish
atum:fish_mummified, Mummified Fish
atum:fish_jeweled, Jeweled Fish
atum:fish_skeletal, Skeletal Fish
atum:crunchy_scarab, Crunchy Scarab
atum:crunchy_golden_scarab, Crunchy Golden Scarab
quark:sandstone_new:0, Polished Sandstone
quark:sandstone_new:1, Sandstone Bricks
quark:sandstone_new:2, Polished Red Sandstone
quark:sandstone_new:3, Red Sandstone Bricks
quark:sandstone_new:4, Polished Soul Sandstone
quark:sandstone_new:5, Soul Sandstone Bricks
quark:sandstone_bricks_stairs, tile.sandstone_bricks_stairs.name
quark:red_sandstone_bricks_stairs, tile.red_sandstone_bricks_stairs.name
quark:soul_sandstone_bricks_stairs, tile.soul_sandstone_bricks_stairs.name
quark:sandstone_smooth_slab:0, Polished Sandstone Slab
quark:sandstone_bricks_slab:0, Sandstone Brick Slab
quark:red_sandstone_smooth_slab:0, Polished Red Sandstone Slab
quark:red_sandstone_bricks_slab:0, Red Sandstone Brick Slab
quark:soul_sandstone_smooth_slab:0, Polished Soul Sandstone Slab
quark:soul_sandstone_bricks_slab:0, Soul Sandstone Brick Slab
quark:polished_stone, tile.polished_stone.name
quark:stone_wall, tile.stone_wall.name
quark:stone_granite_wall, tile.stone_granite_wall.name
quark:stone_diorite_wall, tile.stone_diorite_wall.name
quark:stone_andesite_wall, tile.stone_andesite_wall.name
quark:sandstone_wall, tile.sandstone_wall.name
quark:red_sandstone_wall, tile.red_sandstone_wall.name
quark:stonebrick_wall, tile.stonebrick_wall.name
quark:brick_wall, tile.brick_wall.name
quark:quartz_wall, tile.quartz_wall.name
quark:prismarine_rough_wall, tile.prismarine_rough_wall.name
quark:prismarine_bricks_wall, tile.prismarine_bricks_wall.name
quark:dark_prismarine_wall, tile.dark_prismarine_wall.name
quark:purpur_block_wall, tile.purpur_block_wall.name
quark:end_bricks_wall, tile.end_bricks_wall.name
quark:stonebrick_mossy_wall, tile.stonebrick_mossy_wall.name
quark:stained_planks:0, White Stained Planks
quark:stained_planks:1, Orange Stained Planks
quark:stained_planks:2, Magenta Stained Planks
quark:stained_planks:3, Light Blue Stained Planks
quark:stained_planks:4, Yellow Stained Planks
quark:stained_planks:5, Lime Stained Planks
quark:stained_planks:6, Pink Stained Planks
quark:stained_planks:7, Gray Stained Planks
quark:stained_planks:8, Light Gray Stained Planks
quark:stained_planks:9, Cyan Stained Planks
quark:stained_planks:10, Purple Stained Planks
quark:stained_planks:11, Blue Stained Planks
quark:stained_planks:12, Brown Stained Planks
quark:stained_planks:13, Green Stained Planks
quark:stained_planks:14, Red Stained Planks
quark:stained_planks:15, Black Stained Planks
quark:stained_planks_white_stairs, tile.stained_planks_white_stairs.name
quark:stained_planks_orange_stairs, tile.stained_planks_orange_stairs.name
quark:stained_planks_magenta_stairs, tile.stained_planks_magenta_stairs.name
quark:stained_planks_light_blue_stairs, tile.stained_planks_light_blue_stairs.name
quark:stained_planks_yellow_stairs, tile.stained_planks_yellow_stairs.name
quark:stained_planks_lime_stairs, tile.stained_planks_lime_stairs.name
quark:stained_planks_pink_stairs, tile.stained_planks_pink_stairs.name
quark:stained_planks_gray_stairs, tile.stained_planks_gray_stairs.name
quark:stained_planks_silver_stairs, tile.stained_planks_silver_stairs.name
quark:stained_planks_cyan_stairs, tile.stained_planks_cyan_stairs.name
quark:stained_planks_purple_stairs, tile.stained_planks_purple_stairs.name
quark:stained_planks_blue_stairs, tile.stained_planks_blue_stairs.name
quark:stained_planks_brown_stairs, tile.stained_planks_brown_stairs.name
quark:stained_planks_green_stairs, tile.stained_planks_green_stairs.name
quark:stained_planks_red_stairs, tile.stained_planks_red_stairs.name
quark:stained_planks_black_stairs, tile.stained_planks_black_stairs.name
quark:stained_planks_white_slab:0, White Stained Wood Slab
quark:stained_planks_orange_slab:0, Orange Stained Wood Slab
quark:stained_planks_magenta_slab:0, Magenta Stained Wood Slab
quark:stained_planks_light_blue_slab:0, Light Blue Stained Wood Slab
quark:stained_planks_yellow_slab:0, Yellow Stained Wood Slab
quark:stained_planks_lime_slab:0, Lime Stained Wood Slab
quark:stained_planks_pink_slab:0, Pink Stained Wood Slab
quark:stained_planks_gray_slab:0, Gray Stained Wood Slab
quark:stained_planks_silver_slab:0, Light Gray Stained Wood Slab
quark:stained_planks_cyan_slab:0, Cyan Stained Wood Slab
quark:stained_planks_purple_slab:0, Purple Stained Wood Slab
quark:stained_planks_blue_slab:0, Blue Stained Wood Slab
quark:stained_planks_brown_slab:0, Brown Stained Wood Slab
quark:stained_planks_green_slab:0, Green Stained Wood Slab
quark:stained_planks_red_slab:0, Red Stained Wood Slab
quark:stained_planks_black_slab:0, Black Stained Wood Slab
quark:hardened_clay_tiles, tile.hardened_clay_tiles.name
quark:hardened_clay_tiles_stairs, tile.hardened_clay_tiles_stairs.name
quark:hardened_clay_tiles_slab:0, Terracotta Shingle Slab
quark:stained_clay_tiles:0, White Terracotta Shingles
quark:stained_clay_tiles:1, Orange Terracotta Shingles
quark:stained_clay_tiles:2, Magenta Terracotta Shingles
quark:stained_clay_tiles:3, Light Blue Terracotta Shingles
quark:stained_clay_tiles:4, Yellow Terracotta Shingles
quark:stained_clay_tiles:5, Lime Terracotta Shingles
quark:stained_clay_tiles:6, Pink Terracotta Shingles
quark:stained_clay_tiles:7, Gray Terracotta Shingles
quark:stained_clay_tiles:8, Light Gray Terracotta Shingles
quark:stained_clay_tiles:9, Cyan Terracotta Shingles
quark:stained_clay_tiles:10, Purple Terracotta Shingles
quark:stained_clay_tiles:11, Blue Terracotta Shingles
quark:stained_clay_tiles:12, Brown Terracotta Shingles
quark:stained_clay_tiles:13, Green Terracotta Shingles
quark:stained_clay_tiles:14, Red Terracotta Shingles
quark:stained_clay_tiles:15, Black Terracotta Shingles
quark:stained_clay_tiles_white_stairs, tile.stained_clay_tiles_white_stairs.name
quark:stained_clay_tiles_orange_stairs, tile.stained_clay_tiles_orange_stairs.name
quark:stained_clay_tiles_magenta_stairs, tile.stained_clay_tiles_magenta_stairs.name
quark:stained_clay_tiles_light_blue_stairs, tile.stained_clay_tiles_light_blue_stairs.name
quark:stained_clay_tiles_yellow_stairs, tile.stained_clay_tiles_yellow_stairs.name
quark:stained_clay_tiles_lime_stairs, tile.stained_clay_tiles_lime_stairs.name
quark:stained_clay_tiles_pink_stairs, tile.stained_clay_tiles_pink_stairs.name
quark:stained_clay_tiles_gray_stairs, tile.stained_clay_tiles_gray_stairs.name
quark:stained_clay_tiles_silver_stairs, tile.stained_clay_tiles_silver_stairs.name
quark:stained_clay_tiles_cyan_stairs, tile.stained_clay_tiles_cyan_stairs.name
quark:stained_clay_tiles_purple_stairs, tile.stained_clay_tiles_purple_stairs.name
quark:stained_clay_tiles_blue_stairs, tile.stained_clay_tiles_blue_stairs.name
quark:stained_clay_tiles_brown_stairs, tile.stained_clay_tiles_brown_stairs.name
quark:stained_clay_tiles_green_stairs, tile.stained_clay_tiles_green_stairs.name
quark:stained_clay_tiles_red_stairs, tile.stained_clay_tiles_red_stairs.name
quark:stained_clay_tiles_black_stairs, tile.stained_clay_tiles_black_stairs.name
quark:stained_clay_tiles_white_slab:0, White Terracotta Shingle Slab
quark:stained_clay_tiles_orange_slab:0, Orange Terracotta Shingle Slab
quark:stained_clay_tiles_magenta_slab:0, Magenta Terracotta Shingle Slab
quark:stained_clay_tiles_light_blue_slab:0, Light Blue Terracotta Shingle Slab
quark:stained_clay_tiles_yellow_slab:0, Yellow Terracotta Shingle Slab
quark:stained_clay_tiles_lime_slab:0, Lime Terracotta Shingle Slab
quark:stained_clay_tiles_pink_slab:0, Pink Terracotta Shingle Slab
quark:stained_clay_tiles_gray_slab:0, Gray Terracotta Shingle Slab
quark:stained_clay_tiles_silver_slab:0, Light Gray Terracotta Shingle Slab
quark:stained_clay_tiles_cyan_slab:0, Cyan Terracotta Shingle Slab
quark:stained_clay_tiles_purple_slab:0, Purple Terracotta Shingle Slab
quark:stained_clay_tiles_blue_slab:0, Blue Terracotta Shingle Slab
quark:stained_clay_tiles_brown_slab:0, Brown Terracotta Shingle Slab
quark:stained_clay_tiles_green_slab:0, Green Terracotta Shingle Slab
quark:stained_clay_tiles_red_slab:0, Red Terracotta Shingle Slab
quark:stained_clay_tiles_black_slab:0, Black Terracotta Shingle Slab
quark:bark:0, Oak Bark
quark:bark:1, Spruce Bark
quark:bark:2, Birch Bark
quark:bark:3, Jungle Bark
quark:bark:4, Acacia Bark
quark:bark:5, Dark Oak Bark
quark:bark_oak_wall, tile.bark_oak_wall.name
quark:bark_oak_stairs, tile.bark_oak_stairs.name
quark:bark_oak_slab:0, Oak Bark Slab
quark:bark_spruce_wall, tile.bark_spruce_wall.name
quark:bark_spruce_stairs, tile.bark_spruce_stairs.name
quark:bark_spruce_slab:0, Spruce Bark Slab
quark:bark_birch_wall, tile.bark_birch_wall.name
quark:bark_birch_stairs, tile.bark_birch_stairs.name
quark:bark_birch_slab:0, Birch Bark Slab
quark:bark_jungle_wall, tile.bark_jungle_wall.name
quark:bark_jungle_stairs, tile.bark_jungle_stairs.name
quark:bark_jungle_slab:0, Jungle Bark Slab
quark:bark_acacia_wall, tile.bark_acacia_wall.name
quark:bark_acacia_stairs, tile.bark_acacia_stairs.name
quark:bark_acacia_slab:0, Acacia Bark Slab
quark:bark_dark_oak_wall, tile.bark_dark_oak_wall.name
quark:bark_dark_oak_stairs, tile.bark_dark_oak_stairs.name
quark:bark_dark_oak_slab:0, Dark Oak Bark Slab
quark:sturdy_stone, tile.sturdy_stone.name
quark:iron_plate:0, Iron Plate
quark:iron_plate:1, Rusty Iron Plate
quark:iron_plate_stairs, tile.iron_plate_stairs.name
quark:iron_plate_slab:0, Iron Plate Slab
quark:sandy_bricks, tile.sandy_bricks.name
quark:sandy_bricks_stairs, tile.sandy_bricks_stairs.name
quark:sandy_bricks_slab:0, Sandy Brick Slab
quark:sandy_bricks_wall, tile.sandy_bricks_wall.name
quark:stone_stairs, tile.stone_stairs.name
quark:stone_granite_stairs, tile.stone_granite_stairs.name
quark:stone_granite_slab:0, Granite Slab
quark:stone_diorite_stairs, tile.stone_diorite_stairs.name
quark:stone_diorite_slab:0, Diorite Slab
quark:stone_andesite_stairs, tile.stone_andesite_stairs.name
quark:stone_andesite_slab:0, Andesite Slab
quark:end_bricks_stairs, tile.end_bricks_stairs.name
quark:end_bricks_slab:0, End Brick Slab
quark:prismarine_stairs, tile.prismarine_stairs.name
quark:prismarine_slab:0, Prismarine Slab
quark:prismarine_bricks_stairs, tile.prismarine_bricks_stairs.name
quark:prismarine_bricks_slab:0, Prismarine Brick Slab
quark:prismarine_dark_stairs, tile.prismarine_dark_stairs.name
quark:prismarine_dark_slab:0, Dark Prismarine Slab
quark:red_nether_brick_stairs, tile.red_nether_brick_stairs.name
quark:red_nether_brick_slab:0, Red Nether Brick Slab
quark:cobblestone_mossy_stairs, tile.cobblestone_mossy_stairs.name
quark:cobblestone_mossy_slab:0, Moss Stone Slab
